color_description,created_at,current_price,discount_amount,discount_percent,group_key,image_url,messaging,original_price,price,price_display,product_code,product_type,product_url,promo_display,promo_message,source_url,subtitle,target,title,badge
Midnight Navy,"Mon, 24 Nov 2025 15:12:23 GMT",38.97,9.03,18,U5p6c3vQ,https://static.nike.com/a/images/t_default/d13ab503-ca4c-4796-b2e4-a22ff96cb135/VARSITY+PREP+PO+LEGGING+SE.png,,48,$38.97,"$38.97 (was $48, 18% off)",16N311-U90,discount,https://www.nike.com/t/varsity-prep-baby-12-24m-pullover-hoodie-and-leggings-set-U5p6c3vQ/16N311-U90,,,https://www.nike.com/w/sale-3yaep,Baby (12-24M) Pullover Hoodie and Leggings Set,Nike Sale US,Nike Varsity Prep,
Black,"Mon, 24 Nov 2025 15:11:26 GMT",19.97,6.03,23,Qv6MZUep,https://static.nike.com/a/images/t_default/a41e7a01-1f11-46ec-91d5-a5e2f424ff67/WILD+WARMTH+VELOUR+BABY+SE.png,Extra 25% w/ BFRIDAY,26,$19.97,"$19.97 (was $26, 23% off)",16N575-023,discount,https://www.nike.com/t/wild-warmth-baby-6-12m-2-piece-velour-set-Qv6MZUep/16N575-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Baby (6-12M) 2-Piece Velour Set,Nike Sale US,Nike Wild Warmth,
Black/Chianti/White,"Mon, 24 Nov 2025 15:11:22 GMT",25.97,16.03,38,MZfbR9,https://static.nike.com/a/images/t_default/ca02b505-694c-42ff-876d-28d2d8afe0d8/PYRAMID+STUD+LEATHER+BELT.png,,42,$25.97,"$25.97 (was $42, 38% off)",180030-010,discount,https://www.nike.com/t/mens-studded-belt-MZfbR9/180030-010,,,https://www.nike.com/w/sale-3yaep,Men's Studded Belt,Nike Sale US,Nike,
Brown,"Mon, 24 Nov 2025 15:11:22 GMT",25.97,16.03,38,MZfbR9,https://static.nike.com/a/images/t_default/1edbd3e0-1b3e-441a-b0e6-f22ba2ee9430/PYRAMID+STUD+LEATHER+BELT.png,,42,$25.97,"$25.97 (was $42, 38% off)",180030-200,discount,https://www.nike.com/t/mens-studded-belt-MZfbR9/180030-200,,,https://www.nike.com/w/sale-3yaep,Men's Studded Belt,Nike Sale US,Nike,
Brown/Black,"Mon, 24 Nov 2025 15:13:02 GMT",27.97,8.03,22,ddjFH5,https://static.nike.com/a/images/t_default/457adb6f-e690-46b7-8b27-2f1549b43f8d/SWOOSH+CONTOURED+LOGO+SHANK+RE.png,Extra 25% w/ BFRIDAY,36,$27.97,"$27.97 (was $36, 22% off)",180050-204,discount,https://www.nike.com/t/mens-reversible-belt-ddjFH5/180050-204,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Men's Reversible Belt,Nike Sale US,Nike,
Black,"Mon, 24 Nov 2025 15:11:10 GMT",215.97,53.03,19,z1FKF4TL,https://static.nike.com/a/images/t_default/bbf45551-0a53-40de-ae20-7745b07defe7/VENOM+2+BACK.png,,269,$215.97,"$215.97 (was $269, 19% off)",22000-001,discount,https://www.nike.com/t/hyperice-venom-2-back-heated-massage-wrap-z1FKF4TL/22000-001,,,https://www.nike.com/w/sale-3yaep,Heated Massage Wrap,Nike Sale US,Hyperice Venom 2 Back,
Sanddrift,"Mon, 24 Nov 2025 15:12:28 GMT",51.97,8.03,13,KjlwDudT,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/eae807b6-14ec-4290-8fdf-a8d92cac5dd2/HEIR+TO+THE+CROWN+RIB+PO+S.png",Extra 25% w/ BFRIDAY,60,$51.97,"$51.97 (was $60, 13% off)",25F205-X5C,discount,https://www.nike.com/t/jordan-toddler-heir-to-the-crown-2-piece-ribbed-pullover-set-KjlwDudT/25F205-X5C,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Heir To The Crown 2-Piece Ribbed Pullover Set,Nike Sale US,Jordan,
Magic Flamingo,"Mon, 24 Nov 2025 15:12:30 GMT",17.97,2.03,10,srNpNk3p,https://static.nike.com/a/images/t_default/3d6a4dee-179a-40ed-acab-059e52c93a5e/NKG%C2%A0G%C2%A0NP%C2%A0DF%C2%A0SHORT.png,Extra 25% w/ BFRIDAY,20,$17.97,"$17.97 (was $20, 10% off)",26K562-ACG,discount,https://www.nike.com/t/dri-fit-pro-toddler-shorts-srNpNk3p/26K562-ACG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Shorts,Nike Sale US,Nike Dri-FIT Pro,
Carbon Heather,"Mon, 24 Nov 2025 15:12:30 GMT",15.97,4.03,20,srNpNk3p,https://static.nike.com/a/images/t_default/42795c0b-cb58-416e-992a-847ee95b52b9/G+NP+DF+SHORT.png,Extra 25% w/ BFRIDAY,20,$15.97,"$15.97 (was $20, 20% off)",26K562-GEH,discount,https://www.nike.com/t/dri-fit-pro-toddler-shorts-srNpNk3p/26K562-GEH,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Shorts,Nike Sale US,Nike Dri-FIT Pro,
Glacier Blue,"Mon, 24 Nov 2025 15:12:16 GMT",34.97,13.03,27,VngxWqQ7,https://static.nike.com/a/images/t_default/1be6bf9a-417b-49bb-8904-5f18ae495baf/LETS+ROLL+TOWEL+TERRY+SET.png,Extra 25% w/ BFRIDAY,48,$34.97,"$34.97 (was $48, 27% off)",26K809-G25,discount,https://www.nike.com/t/toddler-lets-roll-2-piece-towel-terry-set-VngxWqQ7/26K809-G25,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,"Toddler ""Let's Roll"" 2-Piece Towel Terry Set",Nike Sale US,Nike,
Doll,"Mon, 24 Nov 2025 15:12:16 GMT",38.97,9.03,18,VngxWqQ7,https://static.nike.com/a/images/t_default/6010fa42-748c-4604-bae4-f4a3dac8228e/LETS+ROLL+TOWEL+TERRY+SET.png,,48,$38.97,"$38.97 (was $48, 18% off)",26K809-P6I,discount,https://www.nike.com/t/toddler-lets-roll-2-piece-towel-terry-set-VngxWqQ7/26K809-P6I,,,https://www.nike.com/w/sale-3yaep,"Toddler ""Let's Roll"" 2-Piece Towel Terry Set",Nike Sale US,Nike,
Magic Flamingo,"Mon, 24 Nov 2025 15:12:29 GMT",17.97,2.03,10,wFYeBEms,https://static.nike.com/a/images/t_default/a0b90116-24a4-45bc-a054-4aa9f06213e2/FEMME+SPORT+S%2FS+TEE.png,Extra 25% w/ BFRIDAY,20,$17.97,"$17.97 (was $20, 10% off)",26L030-ACG,discount,https://www.nike.com/t/toddler-femme-sport-t-shirt-wFYeBEms/26L030-ACG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Femme Sport T-Shirt,Nike Sale US,Nike,
White,"Mon, 24 Nov 2025 15:12:29 GMT",16.97,3.03,15,wFYeBEms,https://static.nike.com/a/images/t_default/c2fc3fce-e01d-47c0-99fd-5c381643a9db/FEMME+SPORT+S%2FS+TEE.png,Extra 25% w/ BFRIDAY,20,$16.97,"$16.97 (was $20, 15% off)",26L030-F00,discount,https://www.nike.com/t/toddler-femme-sport-t-shirt-wFYeBEms/26L030-F00,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Femme Sport T-Shirt,Nike Sale US,Nike,
Blue Beyond,"Mon, 24 Nov 2025 15:12:29 GMT",16.97,3.03,15,wFYeBEms,https://static.nike.com/a/images/t_default/65789493-20bc-41e9-bf58-85e5ae42f0e3/FEMME+SPORT+S%2FS+TEE.png,,20,$16.97,"$16.97 (was $20, 15% off)",26L030-UAV,discount,https://www.nike.com/t/toddler-femme-sport-t-shirt-wFYeBEms/26L030-UAV,,,https://www.nike.com/w/sale-3yaep,Toddler Femme Sport T-Shirt,Nike Sale US,Nike,
Black,"Mon, 24 Nov 2025 15:12:12 GMT",16.97,3.03,15,F4KZbC,https://static.nike.com/a/images/t_default/cc8177bc-3cd3-468c-a31d-63fea98db436/HBR+CLUB+BOXY+TEE.png,Extra 25% w/ BFRIDAY,20,$16.97,"$16.97 (was $20, 15% off)",26L160-023,discount,https://www.nike.com/t/club-toddler-boxy-tee-F4KZbC/26L160-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Boxy Tee,Nike Sale US,Nike Club,
Sanddrift,"Mon, 24 Nov 2025 15:12:12 GMT",14.97,5.03,25,F4KZbC,https://static.nike.com/a/images/t_default/6349b289-55e7-4223-869f-e730477441a3/HBR+CLUB+BOXY+TEE.png,Extra 25% w/ BFRIDAY,20,$14.97,"$14.97 (was $20, 25% off)",26L160-X5C,discount,https://www.nike.com/t/club-toddler-boxy-tee-F4KZbC/26L160-X5C,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Boxy Tee,Nike Sale US,Nike Club,
Dusty Cactus,"Mon, 24 Nov 2025 15:12:58 GMT",16.97,5.03,22,HksBaMNd,https://static.nike.com/a/images/t_default/bbb9d3cf-5e9f-46d6-aea2-4546a9b127f3/G+NK+DF+ONE+WVN+HR+SHORT.png,Extra 25% w/ BFRIDAY,22,$16.97,"$16.97 (was $22, 22% off)",26L792-BA2,discount,https://www.nike.com/t/dri-fit-one-toddler-woven-shorts-HksBaMNd/26L792-BA2,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Woven Shorts,Nike Sale US,Nike Dri-FIT One,
Lemon Twist,"Mon, 24 Nov 2025 15:12:58 GMT",18.97,3.03,13,HksBaMNd,https://static.nike.com/a/images/t_default/53523ec9-fabc-4e63-b15f-94c470b2fcf9/G+NK+DF+ONE+SVN+HR+SHORT.png,Extra 25% w/ BFRIDAY,22,$18.97,"$18.97 (was $22, 13% off)",26L792-EEK,discount,https://www.nike.com/t/dri-fit-one-toddler-woven-shorts-HksBaMNd/26L792-EEK,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Woven Shorts,Nike Sale US,Nike Dri-FIT One,
Doll,"Mon, 24 Nov 2025 15:11:43 GMT",45.97,14.03,23,dLyHvE7o,https://static.nike.com/a/images/t_default/59facbd2-112d-4d4a-b50d-2367324041fa/NKN+PRINTED+WINDRUNNER+JACKET.png,,60,$45.97,"$45.97 (was $60, 23% off)",26L943-P6I,discount,https://www.nike.com/t/toddler-printed-jacket-dLyHvE7o/26L943-P6I,,,https://www.nike.com/w/sale-3yaep,Toddler Printed Jacket,Nike Sale US,Nike,
Black,"Mon, 24 Nov 2025 15:11:49 GMT",18.97,3.03,13,wxSJQJ,https://static.nike.com/a/images/t_default/7c9955d7-9a9a-4e75-8d53-bb9161348f24/LBR+FLARE+LEGGING.png,Extra 25% w/ BFRIDAY,22,$18.97,"$18.97 (was $22, 13% off)",26M214-023,discount,https://www.nike.com/t/dri-fit-toddler-flare-leggings-wxSJQJ/26M214-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Flare Leggings,Nike Sale US,Nike Dri-FIT,
Sweet Beet,"Mon, 24 Nov 2025 15:11:49 GMT",16.97,5.03,22,wxSJQJ,https://static.nike.com/a/images/t_default/4a392bbd-0653-44ed-8600-fb72187611d8/LBR+FLARE+LEGGING.png,Extra 25% w/ BFRIDAY,22,$16.97,"$16.97 (was $22, 22% off)",26M214-ADZ,discount,https://www.nike.com/t/dri-fit-toddler-flare-leggings-wxSJQJ/26M214-ADZ,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Flare Leggings,Nike Sale US,Nike Dri-FIT,
Black,"Mon, 24 Nov 2025 15:11:55 GMT",22.97,7.03,23,R425q8,https://static.nike.com/a/images/t_default/198bf0fd-dc32-45ae-a7d3-0652ecefdb27/NIKE+PRO+LEGGING.png,Extra 25% w/ BFRIDAY,30,$22.97,"$22.97 (was $30, 23% off)",26M272-023,discount,https://www.nike.com/t/dri-fit-pro-toddler-leggings-R425q8/26M272-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Leggings,Nike Sale US,Nike Dri-FIT Pro,
Black,"Mon, 24 Nov 2025 15:10:43 GMT",33.97,16.03,32,tJptDq,https://static.nike.com/a/images/t_default/208261ca-1157-4029-a94f-5f86694104e2/NEW+IMPRESSIONS+3PC+SET.png,Extra 25% w/ BFRIDAY,50,$33.97,"$33.97 (was $50, 32% off)",26M387-023,discount,https://www.nike.com/t/club-toddler-leggings-3-pack-tJptDq/26M387-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Leggings (3-Pack),Nike Sale US,Nike Club,
White,"Mon, 24 Nov 2025 15:11:26 GMT",16.97,3.03,15,1eFatilq,https://static.nike.com/a/images/t_default/7926c8a0-f980-4836-bd0c-7ae04a95e62e/NKG%C2%A0ADP%C2%A0DRI-FIT%C2%A0TEE.png,Extra 25% w/ BFRIDAY,20,$16.97,"$16.97 (was $20, 15% off)",26M389-001,discount,https://www.nike.com/t/dri-fit-all-day-play-toddler-t-shirt-1eFatilq/26M389-001,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler T-Shirt,Nike Sale US,Nike Dri-FIT All Day Play,
Black,"Mon, 24 Nov 2025 15:11:26 GMT",16.97,3.03,15,1eFatilq,https://static.nike.com/a/images/t_default/6970c2f3-d608-4a17-ad0d-a4b3ab170df8/NKG%C2%A0ADP%C2%A0DRI-FIT%C2%A0TEE.png,Extra 25% w/ BFRIDAY,20,$16.97,"$16.97 (was $20, 15% off)",26M389-023,discount,https://www.nike.com/t/dri-fit-all-day-play-toddler-t-shirt-1eFatilq/26M389-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler T-Shirt,Nike Sale US,Nike Dri-FIT All Day Play,
Black,"Mon, 24 Nov 2025 15:12:17 GMT",28.97,9.03,23,J68l83,https://static.nike.com/a/images/t_default/d12a9ea6-69b1-470c-992d-c47c98088c0f/G+NSW+CLB+FLC+WL+PNT+LBR.png,Extra 25% w/ BFRIDAY,38,$28.97,"$28.97 (was $38, 23% off)",26M426-023,discount,https://www.nike.com/t/sportswear-club-toddler-fleece-wide-leg-pants-J68l83/26M426-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Fleece Wide Leg Pants,Nike Sale US,Nike Sportswear Club,
Magic Flamingo,"Mon, 24 Nov 2025 15:10:51 GMT",40.97,19.03,31,0jBjVC,https://static.nike.com/a/images/t_default/d6e7cf21-511a-4668-ae46-05c4f5f94a08/FULL+ZIP+SET+WITH+LOGO+TAP.png,Extra 25% w/ BFRIDAY,60,$40.97,"$40.97 (was $60, 31% off)",26M452-ACG,discount,https://www.nike.com/t/dri-fit-toddler-2-piece-full-zip-set-with-logo-taping-0jBjVC/26M452-ACG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler 2-Piece Full-Zip Set with Logo Taping,Nike Sale US,Nike Dri-FIT,
Magic Flamingo,"Mon, 24 Nov 2025 15:11:40 GMT",39.97,12.03,23,B0HdsH,https://static.nike.com/a/images/t_default/5f863942-13ce-48c0-8496-09deefd168f0/SWOOSH+SPIRIT+CREW+LEGGING.png,Extra 25% w/ BFRIDAY,52,$39.97,"$39.97 (was $52, 23% off)",26M536-ACG,discount,https://www.nike.com/t/swoosh-spirit-toddler-crew-and-leggings-set-B0HdsH/26M536-ACG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Crew and Leggings Set,Nike Sale US,Nike Swoosh Spirit,
Black,"Mon, 24 Nov 2025 15:12:16 GMT",25.97,8.03,23,zwmoqnsa,https://static.nike.com/a/images/t_default/171f1348-2843-4977-9471-321e24c3aa1a/NKG+NIKE+ONE+SPORT+DRESS.png,Extra 25% w/ BFRIDAY,34,$25.97,"$25.97 (was $34, 23% off)",26M595-023,discount,https://www.nike.com/t/dri-fit-one-toddler-sport-dress-zwmoqnsa/26M595-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Sport Dress,Nike Sale US,Nike Dri-FIT One,
Blue Beyond,"Mon, 24 Nov 2025 15:12:16 GMT",25.97,8.03,23,zwmoqnsa,https://static.nike.com/a/images/t_default/07b10a83-c519-4a57-adf8-08bb89eb6b25/NKG+NIKE+ONE+SPORT+DRESS.png,Extra 25% w/ BFRIDAY,34,$25.97,"$25.97 (was $34, 23% off)",26M595-UAV,discount,https://www.nike.com/t/dri-fit-one-toddler-sport-dress-zwmoqnsa/26M595-UAV,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Sport Dress,Nike Sale US,Nike Dri-FIT One,
Rush Fuchsia,"Mon, 24 Nov 2025 15:12:37 GMT",31.97,10.03,23,rArHYsUA,https://static.nike.com/a/images/t_default/ebee5bee-7d24-4224-8797-086c518d1e70/NKG%C2%A0ESSENTIALS%C2%A0FT%C2%A0WL%C2%A0PANT.png,Extra 25% w/ BFRIDAY,42,$31.97,"$31.97 (was $42, 23% off)",26M601-P3R,discount,https://www.nike.com/t/essentials-toddler-french-terry-wide-leg-pants-rArHYsUA/26M601-P3R,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler French Terry Wide Leg Pants,Nike Sale US,Nike Essentials,
Doll,"Mon, 24 Nov 2025 15:11:53 GMT",16.97,3.03,15,jvZx4v0R,https://static.nike.com/a/images/t_default/ed66ebc3-5692-4645-afc9-13ca6cb89617/NKG+ESSENTIALS+TCOE+TEE.png,,20,$16.97,"$16.97 (was $20, 15% off)",26M603-P6I,discount,https://www.nike.com/t/essentials-toddler-graphic-t-shirt-jvZx4v0R/26M603-P6I,,,https://www.nike.com/w/sale-3yaep,Toddler Graphic T-Shirt,Nike Sale US,Nike Essentials,
Psychic Blue,"Mon, 24 Nov 2025 15:12:24 GMT",30.97,7.03,18,T5PUVLxP,https://static.nike.com/a/images/t_default/6dd00dd2-dabd-44cd-8117-9a9979771cdd/NKG%C2%A0GAME%C2%A0SWOOSH%C2%A0MATCH%C2%A0CREW.png,,38,$30.97,"$30.97 (was $38, 18% off)",26M635-C60,discount,https://www.nike.com/t/game-swoosh-match-toddler-crew-top-T5PUVLxP/26M635-C60,,,https://www.nike.com/w/sale-3yaep,Toddler Crew Top,Nike Sale US,"Nike Game, Swoosh, Match!",
Psychic Blue,"Mon, 24 Nov 2025 15:12:45 GMT",30.97,9.03,22,9oeBH7Kx,https://static.nike.com/a/images/t_default/8a04ee4e-53b0-485d-a07d-158ba203fd49/NKG+SWOOSH+MOTION+MESH+SCOOTER.png,Extra 25% w/ BFRIDAY,40,$30.97,"$30.97 (was $40, 22% off)",26M694-C60,discount,https://www.nike.com/t/dri-fit-toddler-swoosh-motion-mesh-scooter-2-piece-set-9oeBH7Kx/26M694-C60,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Swoosh Motion Mesh Scooter 2-Piece Set,Nike Sale US,Nike Dri-FIT,
Rush Fuchsia,"Mon, 24 Nov 2025 15:12:45 GMT",35.97,4.03,10,9oeBH7Kx,https://static.nike.com/a/images/t_default/2ffc9593-ea88-47ca-b753-629674cbc26a/NKG+SWOOSH+MOTION+MESH+SCOOTER.png,Extra 25% w/ BFRIDAY,40,$35.97,"$35.97 (was $40, 10% off)",26M694-P3R,discount,https://www.nike.com/t/dri-fit-toddler-swoosh-motion-mesh-scooter-2-piece-set-9oeBH7Kx/26M694-P3R,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Swoosh Motion Mesh Scooter 2-Piece Set,Nike Sale US,Nike Dri-FIT,
Psychic Blue,"Mon, 24 Nov 2025 15:12:17 GMT",27.97,6.03,17,1uFFwt5g,https://static.nike.com/a/images/t_default/0f27a9ef-9710-4f5a-bdce-18a9c701f6aa/NKG+SWOOSH+MOTION+2+PC+SET.png,,34,$27.97,"$27.97 (was $34, 17% off)",26M700-C60,discount,https://www.nike.com/t/swoosh-motion-toddler-2-piece-set-1uFFwt5g/26M700-C60,,,https://www.nike.com/w/sale-3yaep,Toddler 2-Piece Set,Nike Sale US,Nike Swoosh Motion,
Playful Pink,"Mon, 24 Nov 2025 15:12:41 GMT",103.97,21.03,16,yvY1Q1qA,https://static.nike.com/a/images/t_default/674659a1-0621-4e31-9b53-575a0d6fb4b7/N+NSW+TECH+FLEECE+FZ+SET.png,Extra 25% w/ BFRIDAY,125,$103.97,"$103.97 (was $125, 16% off)",26M880-AFN,discount,https://www.nike.com/t/sportswear-toddler-tech-fleece-2-piece-full-zip-set-yvY1Q1qA/26M880-AFN,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Tech Fleece 2-Piece Full-Zip Set,Nike Sale US,Nike Sportswear,
Black,"Mon, 24 Nov 2025 15:10:56 GMT",70.97,29.03,29,HpXXzX5x,https://static.nike.com/a/images/t_default/1d970e03-9014-4026-b923-6e48643c53f3/NKG%C2%A0TECH%C2%A0FLEECE%C2%A0DRESS.png,,100,$70.97,"$70.97 (was $100, 29% off)",26M883-023,discount,https://www.nike.com/t/tech-fleece-toddler-dress-HpXXzX5x/26M883-023,,,https://www.nike.com/w/sale-3yaep,Toddler Dress,Nike Sale US,Nike Tech Fleece,
Playful Pink,"Mon, 24 Nov 2025 15:10:56 GMT",71.97,28.03,28,HpXXzX5x,https://static.nike.com/a/images/t_default/47103367-3460-4aa2-af97-a2d4d51ce62e/TECH+FLEECE+DRESS.png,Extra 25% w/ BFRIDAY,100,$71.97,"$71.97 (was $100, 28% off)",26M883-AFN,discount,https://www.nike.com/t/tech-fleece-toddler-dress-HpXXzX5x/26M883-AFN,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Dress,Nike Sale US,Nike Tech Fleece,
Light Grey Heather,"Mon, 24 Nov 2025 15:10:56 GMT",70.97,29.03,29,HpXXzX5x,https://static.nike.com/a/images/t_default/35559bad-7aa4-4c54-862d-9290015d57e4/NKG%C2%A0TECH%C2%A0FLEECE%C2%A0DRESS.png,Extra 25% w/ BFRIDAY,100,$70.97,"$70.97 (was $100, 29% off)",26M883-GGP,discount,https://www.nike.com/t/tech-fleece-toddler-dress-HpXXzX5x/26M883-GGP,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Dress,Nike Sale US,Nike Tech Fleece,
Playful Pink,"Mon, 24 Nov 2025 15:12:07 GMT",24.97,9.03,26,aws6DzFU,https://static.nike.com/a/images/t_default/6946fb29-e117-410b-b389-06a295919261/WILD+FLOWER+FASHION+DRESS.png,Extra 25% w/ BFRIDAY,34,$24.97,"$24.97 (was $34, 26% off)",26M922-AFN,discount,https://www.nike.com/t/dri-fit-toddler-wild-flower-fashion-dress-aws6DzFU/26M922-AFN,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Wild Flower Fashion Dress,Nike Sale US,Nike Dri-FIT,
Coconut Milk,"Mon, 24 Nov 2025 15:12:07 GMT",27.97,6.03,17,aws6DzFU,https://static.nike.com/a/images/t_default/f5fb6d1d-2689-4683-8da0-159d426cfa09/WILD+FLOWER+FASHION+DRESS.png,,34,$27.97,"$27.97 (was $34, 17% off)",26M922-W3Z,discount,https://www.nike.com/t/dri-fit-toddler-wild-flower-fashion-dress-aws6DzFU/26M922-W3Z,,,https://www.nike.com/w/sale-3yaep,Toddler Wild Flower Fashion Dress,Nike Sale US,Nike Dri-FIT,
Black,"Mon, 24 Nov 2025 15:12:31 GMT",30.97,9.03,22,5WRVb7Lg,https://static.nike.com/a/images/t_default/6c461d1b-88dd-43a0-a21f-2ccc920e9168/WILDFLOWER+TANK+MESH+SHORT.png,Extra 25% w/ BFRIDAY,40,$30.97,"$30.97 (was $40, 22% off)",26M923-023,discount,https://www.nike.com/t/dri-fit-toddler-wild-flower-2-piece-tank-and-mesh-shorts-set-5WRVb7Lg/26M923-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Wild Flower 2-Piece Tank and Mesh Shorts Set,Nike Sale US,Nike Dri-FIT,
Playful Pink,"Mon, 24 Nov 2025 15:12:31 GMT",30.97,9.03,22,5WRVb7Lg,https://static.nike.com/a/images/t_default/deb44e04-e301-4647-a9db-3ef82e251cfb/WILDFLOWER+TANK+MESH+SHORT.png,Extra 25% w/ BFRIDAY,40,$30.97,"$30.97 (was $40, 22% off)",26M923-AFN,discount,https://www.nike.com/t/dri-fit-toddler-wild-flower-2-piece-tank-and-mesh-shorts-set-5WRVb7Lg/26M923-AFN,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Wild Flower 2-Piece Tank and Mesh Shorts Set,Nike Sale US,Nike Dri-FIT,
Playful Pink,"Mon, 24 Nov 2025 15:11:08 GMT",30.97,9.03,22,fs1w6gs2,https://static.nike.com/a/images/t_default/fab61ff8-6303-4506-8d17-a5e732ad9283/WILDFLOWER+TEMPO+SET.png,Extra 25% w/ BFRIDAY,40,$30.97,"$30.97 (was $40, 22% off)",26M940-AFN,discount,https://www.nike.com/t/dri-fit-toddler-wild-flower-2-piece-tempo-set-fs1w6gs2/26M940-AFN,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Wild Flower 2-Piece Tempo Set,Nike Sale US,Nike Dri-FIT,
Coconut Milk,"Mon, 24 Nov 2025 15:11:08 GMT",26.97,13.03,32,fs1w6gs2,https://static.nike.com/a/images/t_default/cd7f93aa-ae3c-482a-9061-2584ec3de084/WILDFLOWER+TEMPO+SET.png,Extra 25% w/ BFRIDAY,40,$26.97,"$26.97 (was $40, 32% off)",26M940-W3Z,discount,https://www.nike.com/t/dri-fit-toddler-wild-flower-2-piece-tempo-set-fs1w6gs2/26M940-W3Z,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Toddler Wild Flower 2-Piece Tempo Set,Nike Sale US,Nike Dri-FIT,
